row_index,length,pct_A,pct_T,pct_C,pct_G,first_50_pA,first_50_pT,first_50_pC,first_50_pG,last_50_pA,last_50_pT,last_50_pC,last_50_pG
1776,71.0,0.3380281690140845,0.323943661971831,0.14084507042253522,0.19718309859154928,0.4,0.32,0.14,0.14,0.3,0.34,0.14,0.22
1777,463.0,0.24838012958963282,0.28509719222462204,0.2548596112311015,0.21166306695464362,0.16,0.4,0.2,0.24,0.14,0.24,0.32,0.3
1778,758.0,0.3034300791556728,0.2704485488126649,0.19920844327176782,0.22691292875989447,0.12,0.3,0.36,0.22,0.36,0.28,0.12,0.24
1779,107.0,0.3364485981308411,0.29906542056074764,0.1588785046728972,0.205607476635514,0.38,0.24,0.14,0.24,0.3,0.34,0.18,0.18
1780,295.0,0.2983050847457627,0.1694915254237288,0.24067796610169492,0.29152542372881357,0.4,0.14,0.1,0.36,0.36,0.1,0.14,0.4
1781,926.0,0.2570194384449244,0.29049676025917925,0.2084233261339093,0.24406047516198703,0.24,0.28,0.26,0.22,0.24,0.48,0.14,0.14
1782,92.0,0.06521739130434782,0.09782608695652174,0.41304347826086957,0.42391304347826086,0.02,0.14,0.36,0.48,0.12,0.06,0.46,0.36
1783,866.0,0.2956120092378753,0.3163972286374134,0.18244803695150116,0.20554272517321015,0.24,0.34,0.12,0.3,0.32,0.28,0.22,0.18
1784,169.0,0.33136094674556216,0.23076923076923078,0.21893491124260356,0.21893491124260356,0.26,0.24,0.22,0.28,0.46,0.22,0.16,0.16
1785,121.0,0.34710743801652894,0.3140495867768595,0.19834710743801653,0.14049586776859505,0.3,0.28,0.28,0.14,0.36,0.34,0.14,0.16
1786,295.0,0.2135593220338983,0.2305084745762712,0.2745762711864407,0.28135593220338984,0.22,0.3,0.26,0.22,0.22,0.06,0.3,0.42
1787,686.0,0.20699708454810495,0.2521865889212828,0.28425655976676384,0.2565597667638484,0.24,0.22,0.42,0.12,0.38,0.22,0.2,0.2
1788,107.0,0.19626168224299065,0.27102803738317754,0.19626168224299065,0.3364485981308411,0.22,0.24,0.14,0.4,0.18,0.3,0.26,0.26
1789,939.0,0.28008519701810436,0.2268370607028754,0.24920127795527156,0.24387646432374868,0.22,0.22,0.28,0.28,0.2,0.44,0.08,0.28
1790,81.0,0.2962962962962963,0.35802469135802467,0.1728395061728395,0.1728395061728395,0.2,0.44,0.22,0.14,0.34,0.28,0.16,0.22
1791,684.0,0.24415204678362573,0.21783625730994152,0.2412280701754386,0.29678362573099415,0.12,0.1,0.24,0.54,0.36,0.26,0.24,0.14
1792,130.0,0.14615384615384616,0.23846153846153847,0.3076923076923077,0.3076923076923077,0.08,0.3,0.34,0.28,0.16,0.26,0.28,0.3
1793,119.0,0.18487394957983194,0.2184873949579832,0.2689075630252101,0.3277310924369748,0.2,0.2,0.38,0.22,0.18,0.26,0.16,0.4
1794,295.0,0.2745762711864407,0.2983050847457627,0.22372881355932203,0.2033898305084746,0.36,0.28,0.14,0.22,0.26,0.28,0.2,0.26
1795,95.0,0.2631578947368421,0.23157894736842105,0.22105263157894736,0.28421052631578947,0.28,0.18,0.32,0.22,0.24,0.28,0.12,0.36
1796,78.0,0.28205128205128205,0.20512820512820512,0.2564102564102564,0.2564102564102564,0.36,0.18,0.26,0.2,0.24,0.24,0.26,0.26
1797,606.0,0.3976897689768977,0.19801980198019803,0.16336633663366337,0.24092409240924093,0.5,0.12,0.2,0.18,0.54,0.16,0.0,0.3
1798,74.0,0.1891891891891892,0.22972972972972974,0.3108108108108108,0.2702702702702703,0.18,0.24,0.42,0.16,0.18,0.22,0.22,0.38
1799,514.0,0.311284046692607,0.23151750972762647,0.23540856031128404,0.22178988326848248,0.3,0.14,0.34,0.22,0.28,0.2,0.28,0.24
1800,604.0,0.4139072847682119,0.16887417218543047,0.16225165562913907,0.25496688741721857,0.4,0.14,0.2,0.26,0.5,0.04,0.0,0.46
1801,90.0,0.2111111111111111,0.23333333333333334,0.3,0.25555555555555554,0.22,0.26,0.36,0.16,0.22,0.22,0.2,0.36
1802,295.0,0.19661016949152543,0.3220338983050847,0.2542372881355932,0.2271186440677966,0.24,0.42,0.16,0.18,0.18,0.38,0.26,0.18
1803,858.0,0.13752913752913754,0.11421911421911422,0.3974358974358974,0.3508158508158508,0.12,0.12,0.42,0.34,0.48,0.24,0.14,0.14
1804,295.0,0.14915254237288136,0.21694915254237288,0.31864406779661014,0.3152542372881356,0.26,0.32,0.2,0.22,0.1,0.18,0.28,0.44
1805,295.0,0.1694915254237288,0.16271186440677965,0.30847457627118646,0.3593220338983051,0.16,0.16,0.26,0.42,0.12,0.16,0.36,0.36
1806,488.0,0.19467213114754098,0.305327868852459,0.29098360655737704,0.20901639344262296,0.28,0.24,0.22,0.26,0.26,0.4,0.1,0.24
1807,107.0,0.308411214953271,0.24299065420560748,0.22429906542056074,0.22429906542056074,0.38,0.2,0.2,0.22,0.24,0.26,0.26,0.24
1808,566.0,0.3480565371024735,0.2226148409893993,0.196113074204947,0.2332155477031802,0.24,0.26,0.32,0.18,0.44,0.24,0.12,0.2
1809,125.0,0.232,0.24,0.256,0.272,0.26,0.22,0.14,0.38,0.18,0.34,0.3,0.18
1810,450.0,0.3488888888888889,0.2511111111111111,0.16666666666666666,0.23333333333333334,0.3,0.3,0.22,0.18,0.28,0.26,0.28,0.18
1811,276.0,0.30434782608695654,0.34782608695652173,0.23550724637681159,0.11231884057971014,0.34,0.38,0.24,0.04,0.3,0.34,0.2,0.16
1812,796.0,0.1934673366834171,0.2135678391959799,0.31909547738693467,0.27386934673366836,0.1,0.22,0.36,0.32,0.24,0.24,0.28,0.24
1813,907.0,0.2965821389195149,0.2679162072767365,0.18412348401323042,0.2513781697905182,0.36,0.22,0.12,0.3,0.32,0.26,0.18,0.24
1814,746.0,0.2546916890080429,0.2774798927613941,0.22788203753351208,0.23994638069705093,0.28,0.24,0.22,0.26,0.46,0.3,0.08,0.16
1815,295.0,0.23389830508474577,0.1864406779661017,0.2711864406779661,0.30847457627118646,0.3,0.14,0.28,0.28,0.18,0.24,0.24,0.34
1816,86.0,0.2558139534883721,0.36046511627906974,0.2441860465116279,0.13953488372093023,0.22,0.42,0.22,0.14,0.26,0.34,0.24,0.16
1817,295.0,0.22033898305084745,0.2576271186440678,0.19322033898305085,0.3288135593220339,0.28,0.3,0.18,0.24,0.28,0.24,0.24,0.24
1818,88.0,0.18181818181818182,0.2840909090909091,0.22727272727272727,0.3068181818181818,0.18,0.3,0.24,0.28,0.16,0.34,0.22,0.28
1819,793.0,0.3240857503152585,0.287515762925599,0.17528373266078184,0.21311475409836064,0.3,0.26,0.2,0.24,0.34,0.28,0.08,0.3
1820,295.0,0.22033898305084745,0.27796610169491526,0.3423728813559322,0.15932203389830507,0.24,0.18,0.32,0.26,0.12,0.34,0.36,0.18
1821,115.0,0.34782608695652173,0.22608695652173913,0.20869565217391303,0.21739130434782608,0.34,0.28,0.2,0.18,0.38,0.18,0.24,0.2
1822,941.0,0.2454835281615303,0.21253985122210414,0.21785334750265675,0.3241232731137088,0.18,0.02,0.24,0.56,0.18,0.32,0.18,0.32
1823,806.0,0.3436724565756824,0.31141439205955335,0.16129032258064516,0.18362282878411912,0.4,0.34,0.18,0.08,0.24,0.26,0.16,0.34
1824,86.0,0.2441860465116279,0.2558139534883721,0.18604651162790697,0.313953488372093,0.26,0.26,0.16,0.32,0.3,0.24,0.16,0.3
1825,482.0,0.2717842323651452,0.2925311203319502,0.23236514522821577,0.2033195020746888,0.22,0.3,0.22,0.26,0.22,0.26,0.32,0.2
1826,107.0,0.27102803738317754,0.2897196261682243,0.205607476635514,0.2336448598130841,0.26,0.3,0.28,0.16,0.28,0.28,0.14,0.3
1827,79.0,0.16455696202531644,0.12658227848101267,0.2911392405063291,0.4177215189873418,0.14,0.14,0.16,0.56,0.18,0.12,0.38,0.32
1828,484.0,0.31611570247933884,0.2665289256198347,0.1756198347107438,0.24173553719008264,0.24,0.18,0.22,0.36,0.42,0.38,0.16,0.04
1829,69.0,0.34782608695652173,0.2753623188405797,0.21739130434782608,0.15942028985507245,0.34,0.28,0.22,0.16,0.38,0.26,0.22,0.14
1830,448.0,0.2544642857142857,0.19866071428571427,0.25,0.296875,0.16,0.14,0.38,0.32,0.34,0.3,0.16,0.2
1831,844.0,0.3127962085308057,0.26421800947867297,0.20497630331753555,0.21800947867298578,0.16,0.26,0.36,0.22,0.28,0.28,0.18,0.26
1832,490.0,0.2755102040816326,0.4306122448979592,0.17346938775510204,0.12040816326530612,0.28,0.46,0.16,0.1,0.2,0.42,0.24,0.14
1833,72.0,0.18055555555555555,0.25,0.2638888888888889,0.3055555555555556,0.16,0.28,0.26,0.3,0.18,0.22,0.32,0.28
1834,368.0,0.27445652173913043,0.25271739130434784,0.16576086956521738,0.3070652173913043,0.14,0.26,0.24,0.36,0.34,0.14,0.04,0.48
1835,119.0,0.18487394957983194,0.21008403361344538,0.2773109243697479,0.3277310924369748,0.2,0.2,0.38,0.22,0.18,0.24,0.18,0.4
1836,69.0,0.37681159420289856,0.3188405797101449,0.15942028985507245,0.14492753623188406,0.34,0.36,0.14,0.16,0.44,0.26,0.18,0.12
1837,145.0,0.2206896551724138,0.35172413793103446,0.1310344827586207,0.296551724137931,0.18,0.4,0.08,0.34,0.3,0.3,0.14,0.26
1838,96.0,0.3333333333333333,0.23958333333333334,0.20833333333333334,0.21875,0.36,0.22,0.2,0.22,0.32,0.24,0.2,0.24
1839,295.0,0.16610169491525423,0.21016949152542372,0.29152542372881357,0.33220338983050846,0.1,0.26,0.2,0.44,0.1,0.26,0.3,0.34
1840,76.0,0.19736842105263158,0.15789473684210525,0.32894736842105265,0.3157894736842105,0.2,0.16,0.22,0.42,0.22,0.14,0.46,0.18
1841,295.0,0.2305084745762712,0.2711864406779661,0.26440677966101694,0.23389830508474577,0.2,0.32,0.2,0.28,0.26,0.32,0.24,0.18
1842,295.0,0.12542372881355932,0.16610169491525423,0.3016949152542373,0.4067796610169492,0.08,0.2,0.34,0.38,0.06,0.1,0.4,0.44
1843,552.0,0.302536231884058,0.302536231884058,0.2391304347826087,0.15579710144927536,0.28,0.4,0.16,0.16,0.34,0.32,0.16,0.18
1844,295.0,0.2983050847457627,0.2,0.24067796610169492,0.26101694915254237,0.36,0.24,0.16,0.24,0.24,0.28,0.3,0.18
1845,145.0,0.32413793103448274,0.22758620689655173,0.19310344827586207,0.25517241379310346,0.34,0.16,0.22,0.28,0.4,0.18,0.1,0.32
